Mod:Item:MetaData, Localized Name
BinnieCore:containerGlass:386, Banana Wine Bottle
BinnieCore:containerGlass:387, Cherry Wine Bottle
BinnieCore:containerGlass:388, Elderberry Wine Bottle
BinnieCore:containerGlass:389, Peach Cider Bottle
BinnieCore:containerGlass:390, Pear Cider Bottle
BinnieCore:containerGlass:391, Plum Wine Bottle
BinnieCore:containerGlass:392, Carrot Wine Bottle
BinnieCore:containerGlass:393, White Wine Bottle
BinnieCore:containerGlass:394, Red Wine Bottle
BinnieCore:containerGlass:395, Sparkling Wine Bottle
BinnieCore:containerGlass:396, Agave Wine Bottle
BinnieCore:containerGlass:397, Fermented Potatoes Bottle
BinnieCore:containerGlass:398, Citrus Wine Bottle
BinnieCore:containerGlass:399, Cranberry Wine Bottle
BinnieCore:containerGlass:400, Pineapple Wine Bottle
BinnieCore:containerGlass:401, Tomato Wine Bottle
BinnieCore:containerGlass:402, Fruit Wine Bottle
BinnieCore:containerGlass:403, Ale Bottle
BinnieCore:containerGlass:404, Lager Bottle
BinnieCore:containerGlass:405, Wheat Beer Bottle
BinnieCore:containerGlass:406, Rye Beer Bottle
BinnieCore:containerGlass:407, Corn Beer Bottle
BinnieCore:containerGlass:408, Stout Bottle
BinnieCore:containerGlass:409, Fermented Grain Mash Bottle
BinnieCore:containerGlass:410, Fermented Wheat Mash Bottle
BinnieCore:containerGlass:411, Fermented Rye Mash Bottle
BinnieCore:containerGlass:412, Fermented Corn Mash Bottle
BinnieCore:containerGlass:512, Neutral Spirit Bottle
BinnieCore:containerGlass:513, Vodka Bottle
BinnieCore:containerGlass:514, White Rum Bottle
BinnieCore:containerGlass:515, Dark Rum Bottle
BinnieCore:containerGlass:516, Whiskey Bottle
BinnieCore:containerGlass:517, Bourbon Bottle
BinnieCore:containerGlass:518, Rye Whiskey Bottle
BinnieCore:containerGlass:519, Wheat Whiskey Bottle
BinnieCore:containerGlass:520, Fortified Wine Bottle
BinnieCore:containerGlass:521, Tequila Bottle
BinnieCore:containerGlass:522, Brandy Bottle
BinnieCore:containerGlass:523, Apple Brandy Bottle
BinnieCore:containerGlass:524, Pear Brandy Bottle
BinnieCore:containerGlass:525, Apricot Brandy Bottle
BinnieCore:containerGlass:526, Plum Brandy Bottle
BinnieCore:containerGlass:527, Cherry Brandy Bottle
BinnieCore:containerGlass:528, Elderberry Brandy Bottle
BinnieCore:containerGlass:529, Citrus Brandy Bottle
BinnieCore:containerGlass:530, Fruit Brandy Bottle
BinnieCore:containerGlass:531, Cachaca Bottle
BinnieCore:containerGlass:532, Gin Bottle
BinnieCore:containerGlass:533, Apple Liquor Bottle
BinnieCore:containerGlass:534, Pear Liquor Bottle
BinnieCore:containerGlass:535, Cherry Liquor Bottle
BinnieCore:containerGlass:536, Elderberry Liquor Bottle
BinnieCore:containerGlass:537, Apricot Liquor Bottle
BinnieCore:containerGlass:538, Fruit Liquor Bottle
BinnieCore:containerGlass:640, Almond Liqueur Bottle
BinnieCore:containerGlass:641, Orange Liqueur Bottle
BinnieCore:containerGlass:642, Banana Liqueur Bottle
BinnieCore:containerGlass:643, Chocolate Liqueur Bottle
BinnieCore:containerGlass:644, Mint Liqueur Bottle
BinnieCore:containerGlass:645, Hazelnut Liqueur Bottle
BinnieCore:containerGlass:646, Cinnamon Liqueur Bottle
BinnieCore:containerGlass:647, Coffee Liqueur Bottle
BinnieCore:containerGlass:648, Melon Liqueur Bottle
BinnieCore:containerGlass:649, Anise Liqueur Bottle
BinnieCore:containerGlass:650, Peach Liqueur Bottle
BinnieCore:containerGlass:651, Lemon Liqueur Bottle
BinnieCore:containerGlass:652, Herbal Liqueur Bottle
BinnieCore:containerGlass:653, Cherry Liqueur Bottle
BinnieCore:containerGlass:654, Blackcurrant Liqueur Bottle
BinnieCore:containerGlass:655, Blackberry Liqueur Bottle
BinnieCore:containerGlass:656, Raspberry Liqueur Bottle
BinnieCore:containerCylinder:768, Growth Medium Cylinder
BinnieCore:containerCylinder:769, Bacteria Cylinder
BinnieCore:containerCylinder:770, Polymerising Bacteria Cylinder
BinnieCore:containerCylinder:771, Raw DNA Cylinder
BinnieCore:containerCylinder:772, Bacteria Vector Cylinder
BinnieCore:genesis, item.genesis.name
BinnieCore:fieldKit, item.fieldKit.name
Botany:database, item.database.name
Botany:trowelWood, Wooden Trowel
Botany:trowelStone, Stone Trowel
Botany:trowelIron, Iron Trowel
Botany:trowelDiamond, Diamond Trowel
Botany:trowelGold, Gold Trowel
Botany:insulatedTube, item.insulatedTube.name
Botany:soilMeter, item.soilMeter.name
Botany:misc:0, Ash Powder
Botany:misc:1, Wood Pulp Powder
Botany:misc:2, Mulch Powder
Botany:misc:3, Sulphur Powder
Botany:misc:4, Fertiliser Powder
Botany:misc:5, Compost Powder
Botany:misc:6, Mortar
Botany:misc:7, Weedkiller
Botany:encylopedia, item.encylopedia.name
Botany:encylopediaIron, item.encylopediaIron.name
Botany:pigment:0, Aquamarine Pigment
Botany:pigment:1, Black Pigment
Botany:pigment:2, Deep Blue Pigment
Botany:pigment:3, Red-Brown Pigment
Botany:pigment:4, Dull Blue Pigment
Botany:pigment:5, Light Brown Pigment
Botany:pigment:6, Coral Pigment
Botany:pigment:7, Crimson Pigment
Botany:pigment:8, Cyan Pigment
Botany:pigment:9, Dark Bronze Pigment
Botany:pigment:10, Gray Pigment
Botany:pigment:11, Dark Green Pigment
Botany:pigment:12, Dark Beige Pigment
Botany:pigment:13, Dark Olive Pigment
Botany:pigment:14, Red-Orange Pigment
Botany:pigment:15, Dark Salmon Pigment
Botany:pigment:16, Dull Green Pigment
Botany:pigment:17, Dark Slate Pigment
Botany:pigment:18, Dark Teal Pigment
Botany:pigment:19, Turquoise Pigment
Botany:pigment:20, Purple Pigment
Botany:pigment:21, Deep Pink Pigment
Botany:pigment:22, Light Blue Pigment
Botany:pigment:23, Dark Gray Pigment
Botany:pigment:24, Blue Pigment
Botany:pigment:25, Gold Pigment
Botany:pigment:26, Bronze Pigment
Botany:pigment:27, Dim Gray Pigment
Botany:pigment:28, Green Pigment
Botany:pigment:29, Pink Pigment
Botany:pigment:30, Brick Red Pigment
Botany:pigment:31, Indigo Pigment
Botany:pigment:32, Beige Pigment
Botany:pigment:33, Alice Blue Pigment
Botany:pigment:34, Pale Yellow Pigment
Botany:pigment:35, Light Gray Pigment
Botany:pigment:36, Dark Turquoise Pigment
Botany:pigment:37, Pale Blue Pigment
Botany:pigment:38, Lime Pigment
Botany:pigment:39, Light Green Pigment
Botany:pigment:40, Magenta Pigment
Botany:pigment:41, Maroon Pigment
Botany:pigment:42, Light Mint Pigment
Botany:pigment:43, Light Purple Pigment
Botany:pigment:44, Light Slate Pigment
Botany:pigment:45, Mint Pigment
Botany:pigment:46, Purple-Red Pigment
Botany:pigment:47, Pale Rose Pigment
Botany:pigment:48, Navy Pigment
Botany:pigment:49, Dark Yellow Pigment
Botany:pigment:50, Olive Pigment
Botany:pigment:51, Orange Pigment
Botany:pigment:52, Pale Green Pigment
Botany:pigment:53, Pale Turquoise Pigment
Botany:pigment:54, Dull Pink Pigment
Botany:pigment:55, Tan Pigment
Botany:pigment:56, Pale Pink Pigment
Botany:pigment:57, Light Mauve Pigment
Botany:pigment:58, Dark Purple Pigment
Botany:pigment:59, Red Pigment
Botany:pigment:60, Dull Red Pigment
Botany:pigment:61, Royal Blue Pigment
Botany:pigment:62, Salmon Pigment
Botany:pigment:63, Pale Brown Pigment
Botany:pigment:64, Dark Mint Pigment
Botany:pigment:65, Brown Pigment
Botany:pigment:66, Sky Blue Pigment
Botany:pigment:67, Slate Blue Pigment
Botany:pigment:68, Slate Pigment
Botany:pigment:69, Spring Green Pigment
Botany:pigment:70, Steel Blue Pigment
Botany:pigment:71, Pale Tan Pigment
Botany:pigment:72, Teal Pigment
Botany:pigment:73, Pale Purple Pigment
Botany:pigment:74, Light Turquoise Pigment
Botany:pigment:75, Mauve Pigment
Botany:pigment:76, Pale Orange Pigment
Botany:pigment:77, White Pigment
Botany:pigment:78, Yellow Pigment
Botany:pigment:79, Yellow-Green Pigment
Botany:clay:0, Aquamarine Clay
Botany:clay:1, Black Clay
Botany:clay:2, Deep Blue Clay
Botany:clay:3, Red-Brown Clay
Botany:clay:4, Dull Blue Clay
Botany:clay:5, Light Brown Clay
Botany:clay:6, Coral Clay
Botany:clay:7, Crimson Clay
Botany:clay:8, Cyan Clay
Botany:clay:9, Dark Bronze Clay
Botany:clay:10, Gray Clay
Botany:clay:11, Dark Green Clay
Botany:clay:12, Dark Beige Clay
Botany:clay:13, Dark Olive Clay
Botany:clay:14, Red-Orange Clay
Botany:clay:15, Dark Salmon Clay
Botany:clay:16, Dull Green Clay
Botany:clay:17, Dark Slate Clay
Botany:clay:18, Dark Teal Clay
Botany:clay:19, Turquoise Clay
Botany:clay:20, Purple Clay
Botany:clay:21, Deep Pink Clay
Botany:clay:22, Light Blue Clay
Botany:clay:23, Dark Gray Clay
Botany:clay:24, Blue Clay
Botany:clay:25, Gold Clay
Botany:clay:26, Bronze Clay
Botany:clay:27, Dim Gray Clay
Botany:clay:28, Green Clay
Botany:clay:29, Pink Clay
Botany:clay:30, Brick Red Clay
Botany:clay:31, Indigo Clay
Botany:clay:32, Beige Clay
Botany:clay:33, Alice Blue Clay
Botany:clay:34, Pale Yellow Clay
Botany:clay:35, Light Gray Clay
Botany:clay:36, Dark Turquoise Clay
Botany:clay:37, Pale Blue Clay
Botany:clay:38, Lime Clay
Botany:clay:39, Light Green Clay
Botany:clay:40, Magenta Clay
Botany:clay:41, Maroon Clay
Botany:clay:42, Light Mint Clay
Botany:clay:43, Light Purple Clay
Botany:clay:44, Light Slate Clay
Botany:clay:45, Mint Clay
Botany:clay:46, Purple-Red Clay
Botany:clay:47, Pale Rose Clay
Botany:clay:48, Navy Clay
Botany:clay:49, Dark Yellow Clay
Botany:clay:50, Olive Clay
Botany:clay:51, Orange Clay
Botany:clay:52, Pale Green Clay
Botany:clay:53, Pale Turquoise Clay
Botany:clay:54, Dull Pink Clay
Botany:clay:55, Tan Clay
Botany:clay:56, Pale Pink Clay
Botany:clay:57, Light Mauve Clay
Botany:clay:58, Dark Purple Clay
Botany:clay:59, Red Clay
Botany:clay:60, Dull Red Clay
Botany:clay:61, Royal Blue Clay
Botany:clay:62, Salmon Clay
Botany:clay:63, Pale Brown Clay
Botany:clay:64, Dark Mint Clay
Botany:clay:65, Brown Clay
Botany:clay:66, Sky Blue Clay
Botany:clay:67, Slate Blue Clay
Botany:clay:68, Slate Clay
Botany:clay:69, Spring Green Clay
Botany:clay:70, Steel Blue Clay
Botany:clay:71, Pale Tan Clay
Botany:clay:72, Teal Clay
Botany:clay:73, Pale Purple Clay
Botany:clay:74, Light Turquoise Clay
Botany:clay:75, Mauve Clay
Botany:clay:76, Pale Orange Clay
Botany:clay:77, White Clay
Botany:clay:78, Yellow Clay
Botany:clay:79, Yellow-Green Clay
ExtraBees:hiveFrame.cocoa, item.hiveFrame.name
ExtraBees:hiveFrame.cage, item.hiveFrame.name
ExtraBees:hiveFrame.soul, item.hiveFrame.name
ExtraBees:hiveFrame.clay, item.hiveFrame.name
ExtraBees:hiveFrame.debug, item.hiveFrame.name
ExtraBees:honeyComb:0, Barren Comb
ExtraBees:honeyComb:1, Rotten Comb
ExtraBees:honeyComb:2, Bone Comb
ExtraBees:honeyComb:3, Oily Comb
ExtraBees:honeyComb:4, Fossilised Comb
ExtraBees:honeyComb:5, Petroleum Comb
ExtraBees:honeyComb:6, Damp Comb
ExtraBees:honeyComb:7, Milky Comb
ExtraBees:honeyComb:8, Fruity Comb
ExtraBees:honeyComb:9, Seedy Comb
ExtraBees:honeyComb:10, Alcoholic Comb
ExtraBees:honeyComb:11, Rocky Comb
ExtraBees:honeyComb:12, Energetic Comb
ExtraBees:honeyComb:13, Amber Comb
ExtraBees:honeyComb:14, Static Comb
ExtraBees:honeyComb:15, Iron Comb
ExtraBees:honeyComb:16, Golden Comb
ExtraBees:honeyComb:17, Copper Comb
ExtraBees:honeyComb:18, Tin Comb
ExtraBees:honeyComb:19, Silver Comb
ExtraBees:honeyComb:21, Radioactive Comb
ExtraBees:honeyComb:22, Clay Comb
ExtraBees:honeyComb:23, Old Comb
ExtraBees:honeyComb:24, Fungal Comb
ExtraBees:honeyComb:25, Tar Comb
ExtraBees:honeyComb:26, Latex Comb
ExtraBees:honeyComb:27, Brimstone Comb
ExtraBees:honeyComb:28, Venomous Comb
ExtraBees:honeyComb:29, Mucous Comb
ExtraBees:honeyComb:30, Blaze Comb
ExtraBees:honeyComb:31, Caffeinated Comb
ExtraBees:honeyComb:32, Glacial Comb
ExtraBees:honeyComb:36, Shadow Comb
ExtraBees:honeyComb:37, Leaden Comb
ExtraBees:honeyComb:40, Zinc Comb
ExtraBees:honeyComb:41, Titanium Comb
ExtraBees:honeyComb:42, Tungsten Comb
ExtraBees:honeyComb:45, Platinum Comb
ExtraBees:honeyComb:46, Lapis Comb
ExtraBees:honeyComb:52, Emerald Comb
ExtraBees:honeyComb:53, Ruby Comb
ExtraBees:honeyComb:54, Sapphire Comb
ExtraBees:honeyComb:56, Diamond Comb
ExtraBees:honeyComb:57, Red Tinted Comb
ExtraBees:honeyComb:58, Yellow Tinted Comb
ExtraBees:honeyComb:59, Blue Tinted Comb
ExtraBees:honeyComb:60, Green Tinted Comb
ExtraBees:honeyComb:61, Black Tinted Comb
ExtraBees:honeyComb:62, White Tinted Comb
ExtraBees:honeyComb:63, Brown Tinted Comb
ExtraBees:honeyComb:64, Orange Tinted Comb
ExtraBees:honeyComb:65, Cyan Tinted Comb
ExtraBees:honeyComb:66, Purple Tinted Comb
ExtraBees:honeyComb:67, Gray Tinted Comb
ExtraBees:honeyComb:68, Light Blue Tinted Comb
ExtraBees:honeyComb:69, Pink Tinted Comb
ExtraBees:honeyComb:70, Lime Green Tinted Comb
ExtraBees:honeyComb:71, Magenta Tinted Comb
ExtraBees:honeyComb:72, Light Gray Tinted Comb
ExtraBees:honeyComb:73, Nickel Comb
ExtraBees:honeyComb:75, Glowing Comb
ExtraBees:honeyComb:76, Unstable Comb
ExtraBees:honeyComb:79, Decomposed Comb
ExtraBees:honeyComb:80, Dusty Comb
ExtraBees:honeyComb:81, Certus Comb
ExtraBees:honeyComb:82, Shimmering Comb
ExtraBees:honeyComb:83, Yellorium Comb
ExtraBees:honeyComb:84, Cyanite Comb
ExtraBees:honeyComb:85, Blutonium Comb
ExtraBees:propolis:0, Watery Propolis
ExtraBees:propolis:7, Creosote Propolis
ExtraBees:honeyDrop:1, Acidic Drop
ExtraBees:honeyDrop:2, Venomous Drop
ExtraBees:honeyDrop:3, Juicy Drop
ExtraBees:honeyDrop:5, Kelvin Drop
ExtraBees:honeyDrop:6, Milkdew
ExtraBees:honeyDrop:7, Nutdew
ExtraBees:honeyDrop:8, Tipsy Drop
ExtraBees:honeyDrop:13, Red Tinted Honey
ExtraBees:honeyDrop:14, Yellow Tinted Honey
ExtraBees:honeyDrop:15, Blue Tinted Honey
ExtraBees:honeyDrop:16, Green Tinted Honey
ExtraBees:honeyDrop:17, Black Tinted Honey
ExtraBees:honeyDrop:18, White Tinted Honey
ExtraBees:honeyDrop:19, Brown Tinted Honey
ExtraBees:honeyDrop:20, Orange Tinted Honey
ExtraBees:honeyDrop:21, Cyan Tinted Honey
ExtraBees:honeyDrop:22, Purple Tinted Honey
ExtraBees:honeyDrop:23, Gray Tinted Honey
ExtraBees:honeyDrop:24, Light Blue Tinted Honey
ExtraBees:honeyDrop:25, Pink Tinted Honey
ExtraBees:honeyDrop:26, Lime Green Tinted Honey
ExtraBees:honeyDrop:27, Magenta Tinted Honey
ExtraBees:honeyDrop:28, Light Gray Tinted Honey
ExtraBees:honeyCrystal, item.honeyCrystal.name
ExtraBees:honeyCrystalEmpty, item.honeyCrystalEmpty.name
ExtraBees:dictionary, item.dictionary.name
ExtraBees:misc:0, Scented Gear
ExtraBees:misc:1, Diamond Fragment
ExtraBees:misc:2, Emerald Fragment
ExtraBees:misc:3, Ruby Fragment
ExtraBees:misc:4, Sapphire Fragment
ExtraBees:misc:5, Lapis Fragment
ExtraBees:misc:6, Iron Grains
ExtraBees:misc:7, Gold Grains
ExtraBees:misc:8, Silver Grains
ExtraBees:misc:9, Platinum Grains
ExtraBees:misc:10, Copper Grains
ExtraBees:misc:11, Tin Grains
ExtraBees:misc:12, Nickel Grains
ExtraBees:misc:13, Lead Grains
ExtraBees:misc:17, Radioactive Fragments
ExtraBees:misc:18, Coal Grains
ExtraBees:misc:19, Red Dye
ExtraBees:misc:20, Yellow Dye
ExtraBees:misc:21, Blue Dye
ExtraBees:misc:22, Green Dye
ExtraBees:misc:23, White Dye
ExtraBees:misc:24, Black Dye
ExtraBees:misc:25, Brown Dye
ExtraBees:misc:26, Clay Dust
ExtraBees:misc:27, Yellorium Grains
ExtraBees:misc:28, Blutonium Grains
ExtraBees:misc:29, Cyanite Grains
ExtraTrees:database, item.database.name
ExtraTrees:databaseMoth, item.databaseMoth.name
ExtraTrees:misc:1, Sawdust
ExtraTrees:misc:2, Bark
ExtraTrees:misc:3, Proven Gear
ExtraTrees:misc:4, Wood Polish
ExtraTrees:misc:5, Hops
ExtraTrees:misc:6, Yeast
ExtraTrees:misc:7, Lager Yeast
ExtraTrees:misc:8, Wheat Grain
ExtraTrees:misc:9, Barley Grain
ExtraTrees:misc:10, Rye Grain
ExtraTrees:misc:11, Corn Grain
ExtraTrees:misc:12, Roasted Grain
ExtraTrees:misc:13, Glass Fittings
ExtraTrees:food:0, Crabapple
ExtraTrees:food:1, Orange
ExtraTrees:food:2, Kumquat
ExtraTrees:food:3, Lime
ExtraTrees:food:4, Wild Cherry
ExtraTrees:food:5, Sour Cherry
ExtraTrees:food:6, Black Cherry
ExtraTrees:food:7, Blackthorn
ExtraTrees:food:8, Cherry Plum
ExtraTrees:food:9, Almond
ExtraTrees:food:10, Apricot
ExtraTrees:food:11, Grapefruit
ExtraTrees:food:12, Peach
ExtraTrees:food:13, Satsuma
ExtraTrees:food:14, Buddhas Hand
ExtraTrees:food:15, Citron
ExtraTrees:food:16, Finger Lime
ExtraTrees:food:17, Key Lime
ExtraTrees:food:18, Manderin
ExtraTrees:food:19, Nectarine
ExtraTrees:food:20, Pomelo
ExtraTrees:food:21, Tangerine
ExtraTrees:food:22, Pear
ExtraTrees:food:23, Sand Pear
ExtraTrees:food:24, Hazelnut
ExtraTrees:food:25, Butternut
ExtraTrees:food:26, Beechnut
ExtraTrees:food:27, Pecan Nut
ExtraTrees:food:28, Banana
ExtraTrees:food:29, Red Banana
ExtraTrees:food:30, Plantain
ExtraTrees:food:31, Brazil Nut
ExtraTrees:food:32, Fig
ExtraTrees:food:33, Acorn
ExtraTrees:food:34, Elderberry
ExtraTrees:food:35, Olive
ExtraTrees:food:36, Gingko Nut
ExtraTrees:food:37, Coffee
ExtraTrees:food:38, Osange Orange
ExtraTrees:food:39, Clove
ExtraTrees:food:40, Papayimar
ExtraTrees:food:41, Blackcurrant
ExtraTrees:food:42, Redcurrant
ExtraTrees:food:43, Blackberry
ExtraTrees:food:44, Raspberry
ExtraTrees:food:45, Blueberry
ExtraTrees:food:46, Cranberry
ExtraTrees:food:47, Juniper
ExtraTrees:food:48, Gooseberry
ExtraTrees:food:49, Golden Raspberry
ExtraTrees:food:50, Coconut
ExtraTrees:food:51, Cashew
ExtraTrees:food:52, Avacado
ExtraTrees:food:53, Nutmeg
ExtraTrees:food:54, Allspice
ExtraTrees:food:55, Chilli
ExtraTrees:food:56, Star Anise
ExtraTrees:food:57, Mango
ExtraTrees:food:58, Starfruit
ExtraTrees:food:59, Candlenut
ExtraTrees:hammer, item.hammer.name
ExtraTrees:durableHammer, item.durableHammer.name
ExtraTrees:drink:0, Beer Mug
ExtraTrees:drink:0, Pint Glass
ExtraTrees:drink:0, Snifter Glass
ExtraTrees:drink:0, extratrees.item.glassware.flute
ExtraTrees:drink:0, Cocktail Glass
ExtraTrees:drink:0, Cordial Glass
ExtraTrees:drink:0, Collins Glass
ExtraTrees:drink:0, Highball Glass
ExtraTrees:drink:0, Hurricane Glass
ExtraTrees:drink:0, Margarita Glass
ExtraTrees:drink:0, Old Fashioned Glass
ExtraTrees:drink:0, Wine Glass
ExtraTrees:drink:0, Shot Glass
ExtraTrees:drink:0, Sherry Glass
ExtraTrees:drink:0, Coupe Glass
ExtraTrees:drink:0, Glass of Red Wine
Genetics:serumArray, item.serumArray.name
Genetics:misc:0, Reinforced Casing
Genetics:misc:1, DNA Dye
Genetics:misc:2, Fluorescent Dye
Genetics:misc:3, Enzyme
Genetics:misc:4, Growth Medium
Genetics:misc:5, Blank Sequence
Genetics:misc:6, Empty Serum Vial
Genetics:misc:7, Empty Serum Array
Genetics:misc:8, Glass Cylinder
Genetics:misc:9, Integrated Circuit Board
Genetics:misc:10, Integrated CPU
Genetics:misc:11, Integrated Casing
Genetics:serum, item.serum.name
Genetics:sequence, item.sequence.name
Genetics:database, item.database.name
Genetics:analyst, item.analyst.name
Genetics:registry, item.registry.name
Genetics:masterRegistry, item.masterRegistry.name
AWWayofTime:weakBloodOrb, Weak Blood Orb
AWWayofTime:apprenticeBloodOrb, Apprentice Blood Orb
AWWayofTime:magicianBloodOrb, Magician's Blood Orb
AWWayofTime:energyBlaster, Energy Blaster
AWWayofTime:energySword, Bound Blade
AWWayofTime:lavaCrystal, Lava Crystal
AWWayofTime:waterSigil, Water Sigil
AWWayofTime:lavaSigil, Lava Sigil
AWWayofTime:voidSigil, Void Sigil
AWWayofTime:blankSlate, Blank Slate
AWWayofTime:reinforcedSlate, Reinforced Slate
AWWayofTime:sacrificialKnife, Sacrificial Knife
AWWayofTime:daggerOfSacrifice, Dagger of Sacrifice
AWWayofTime:airSigil, Air Sigil
AWWayofTime:sigilOfTheFastMiner, Sigil of the Fast Miner
AWWayofTime:sigilOfElementalAffinity, Sigil of Elemental Affinity
AWWayofTime:sigilOfHaste, Sigil of Haste
AWWayofTime:sigilOfHolding, Sigil of Holding
AWWayofTime:divinationSigil, Divination Sigil
AWWayofTime:waterScribeTool, Elemental Inscription Tool: Water
AWWayofTime:fireScribeTool, Elemental Inscription Tool: Fire
AWWayofTime:earthScribeTool, Elemental Inscription Tool: Earth
AWWayofTime:airScribeTool, Elemental Inscription Tool: Air
AWWayofTime:activationCrystal:0, Weak Activation Crystal
AWWayofTime:activationCrystal:1, Awakened Activation Crystal
AWWayofTime:activationCrystal:2, Creative Activation Crystal
AWWayofTime:boundPickaxe, Bound Pickaxe
AWWayofTime:boundAxe, Bound Axe
AWWayofTime:boundShovel, Bound Shovel
AWWayofTime:boundHelmet, Bound Helmet
AWWayofTime:boundPlate, Bound Plate
AWWayofTime:boundLeggings, Bound Leggings
AWWayofTime:boundBoots, Bound Boots
AWWayofTime:weakBloodShard, Weak Blood Shard
AWWayofTime:growthSigil, Sigil of the Green Grove
AWWayofTime:blankSpell, Unbound Crystal
AWWayofTime:masterBloodOrb, Master Blood Orb
AWWayofTime:alchemyFlask, Potion Flask
AWWayofTime:standardBindingAgent, Standard Binding Agent
